id,post_title,tema,bloque_lomloe,edad_recomendada,tiempo_estimado,dificultad,objetivos_raw,instrucciones_raw,descripcion_referencia,contenido_ficha_html,descripcion,status,Nivel Educativo,Curso,Asignatura,Meta Titulo,Meta Descripcion
INF032,Los cinco sentidos,Sentidos,Conocimiento del Entorno,4-5 años,4,Medio,"Identificar los 5 sentidos|Vista, oído, olfato, gusto, tacto|Relacionar con órganos",Toca con tu mano|Escucha con tus oídos|Huele con tu nariz,Ficha completa de los cinco sentidos. El niño los identifica y asocia con sus órganos. 10 ejercicios variados.,,<p><strong>Los cinco sentidos</strong> para <strong>4 años</strong>. Aprende cómo percibimos el mundo en <strong>Infantil</strong>.</p>,pending,Infantil,4 Años,Conocimiento del Entorno,Los Cinco Sentidos | 4 Años (4-5) Infantil,"Ficha de los 5 sentidos con 10 ejercicios de reconocimiento. 4 Años Infantil, nivel medio. ¡Descubre tus sentidos! Descarga gratis."
INF033,Animales salvajes,Animales,Conocimiento del Entorno,4-5 años,3,Fácil,"Reconocer animales salvajes|León, elefante, jirafa|Diferenciar de animales domésticos",Mira cada animal|¿Vive en la selva?|Señala los salvajes,"Ficha de animales salvajes: león, elefante, jirafa, cebra. 7 ejercicios de reconocimiento y diferenciación.",,<p><strong>Animales salvajes</strong> para <strong>4 años</strong>. Diferencia animales de casa y selva en <strong>Infantil</strong>.</p>,pending,Infantil,4 Años,Conocimiento del Entorno,Animales Salvajes | 4 Años (4-5) Infantil PDF,"Ficha de animales salvajes con 7 ejercicios de reconocimiento. 4 Años Infantil, nivel fácil. ¡Animales de la selva! Descarga PDF."
INF034,Estaciones - Primavera,Estaciones,Conocimiento del Entorno,4-5 años,3,Fácil,"Reconocer la primavera|Flores, mariposas, clima|Identificar características",Mira las flores|¿Hace frío o calor?|Señala cosas de primavera,"Ficha de la estación de primavera. Características: flores, árboles verdes, mariposas, buen tiempo. 7 ejercicios.",,<p><strong>Primavera</strong> para <strong>4 años</strong>. Aprende las estaciones del año en <strong>Infantil</strong>.</p>,pending,Infantil,4 Años,Conocimiento del Entorno,Primavera | 4 Años (4-5) Infantil Estaciones,"Ficha de la primavera con 7 ejercicios de reconocimiento. 4 Años Infantil, nivel fácil. ¡Aprende las estaciones! Descarga gratis."
INF035,Plantas y flores,Naturaleza,Conocimiento del Entorno,4-5 años,3,Fácil,"Identificar partes de una planta|Raíz, tallo, hojas, flor|Cuidado de plantas",Mira la planta|¿Dónde están las hojas?|¿Qué necesita para crecer?,"Ficha de plantas y flores. Partes de la planta y sus necesidades (agua, sol). 7 ejercicios educativos.",,<p><strong>Plantas y flores</strong> para <strong>4 años</strong>. Aprende sobre la naturaleza en <strong>Infantil</strong>.</p>,pending,Infantil,4 Años,Conocimiento del Entorno,Plantas y Flores | 4 Años (4-5) Infantil PDF,"Ficha de plantas con 7 ejercicios de partes y cuidados. 4 Años Infantil, nivel fácil. ¡Aprende de la naturaleza! Descarga PDF."
INF036,Números hasta 20,Números 1-20,Sentido Numérico,5-6 años,4,Medio,Contar hasta 20|Reconocer números de dos cifras|Ordenar números hasta 20,Cuenta despacio hasta 20|Observa los números|Ordénalos de menor a mayor,Ficha para ampliar hasta el 20. Reconocimiento de números de dos cifras y conteo extendido. 12 ejercicios progresivos.,,<p><strong>Números hasta 20</strong> para <strong>5 años</strong>. Amplia el rango numérico en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Matemáticas,Números hasta 20 | 5 Años (5-6) Infantil Interactiva,"Ficha de números hasta 20 con 12 ejercicios de conteo y orden. 5 Años Infantil, nivel medio. ¡Cuenta hasta 20! Descarga gratis."
INF037,Sumas hasta 10,Sumas y Restas,Sentido Numérico,5-6 años,5,Medio,Sumar números hasta 10|Resolver sumas sin apoyo visual|Calcular mentalmente,Lee la suma|Piensa en el resultado|Elige la respuesta correcta,"Ficha de sumas con resultados hasta 10. Tipo 3+4, 5+2, 6+3. Menos apoyo visual para fomentar cálculo mental. 12 ejercicios.",,<p><strong>Sumas hasta 10</strong> para <strong>5 años</strong>. Cálculo más avanzado en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Matemáticas,Sumas hasta 10 | 5 Años (5-6) Infantil PDF,"Ficha de sumas con 12 ejercicios hasta 10. 5 Años Infantil, nivel medio. ¡Suma sin ayuda visual! Descarga PDF gratis."
INF038,Restas sencillas,Sumas y Restas,Sentido Numérico,5-6 años,5,Medio,Restar números pequeños|Comprender la resta|Resolver restas hasta 10,Lee la resta|¿Cuántos quedan?|Elige el resultado,"Primera ficha de restas. Operaciones tipo 5-2, 7-3, 10-4. Con apoyo visual mínimo. 10 ejercicios de iniciación.",,<p>Primeras <strong>restas</strong> para <strong>5 años</strong>. Introducción a la resta en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Matemáticas,Restas Sencillas | 5 Años (5-6) Infantil Interactiva,"Ficha de restas con 10 ejercicios sencillos hasta 10. 5 Años Infantil, nivel medio. ¡Primeras restas! Descarga gratis."
INF039,Formas y figuras 3D,Formas Geométricas,Sentido Espacial,5-6 años,4,Medio,"Reconocer figuras tridimensionales|Cubo, esfera, cilindro|Diferenciar 2D y 3D",Mira la figura|¿Tiene volumen?|¿Puedes tocarla por todos lados?,"Ficha de geometría 3D. Presenta cubo, esfera, cilindro y los relaciona con objetos cotidianos. 10 ejercicios.",,<p><strong>Figuras 3D</strong> para <strong>5 años</strong>. Geometría tridimensional en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Matemáticas,Figuras 3D | 5 Años (5-6) Infantil Geometría,"Ficha de figuras 3D con 10 ejercicios de cubo, esfera y cilindro. 5 Años Infantil, nivel medio. ¡Geometría avanzada! Descarga PDF."
INF040,Derecha e Izquierda,Orientación Espacial,Sentido Espacial,5-6 años,3,Fácil,Identificar derecha e izquierda|Diferenciar lateralidad|Señalar objetos a cada lado,Levanta tu mano derecha|Levanta tu mano izquierda|¿Qué hay a tu derecha?,Ficha de lateralidad. El niño aprende a diferenciar derecha e izquierda. 8 ejercicios con su propio cuerpo y objetos.,,<p><strong>Derecha e izquierda</strong> para <strong>5 años</strong>. Aprende lateralidad en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Matemáticas,Derecha e Izquierda | 5 Años (5-6) Infantil PDF,"Ficha de lateralidad con 8 ejercicios de derecha e izquierda. 5 Años Infantil, nivel fácil. ¡Aprende tu orientación! Descarga gratis."
INF041,Dentro y Fuera,Orientación Espacial,Sentido Espacial,5-6 años,3,Fácil,Comprender dentro y fuera|Identificar posiciones espaciales|Aplicar conceptos,¿Está dentro de la caja?|¿Está fuera del círculo?|Señala la posición,Ficha de conceptos espaciales dentro/fuera. 8 ejercicios con objetos en diferentes posiciones.,,<p><strong>Dentro y fuera</strong> para <strong>5 años</strong>. Conceptos espaciales en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Matemáticas,Dentro y Fuera | 5 Años (5-6) Infantil Interactiva,"Ficha de orientación espacial con 8 ejercicios de dentro/fuera. 5 Años Infantil, nivel fácil. ¡Aprende posiciones! Descarga PDF."
INF042,Todas las vocales,Vocales,Comunicación Verbal,5-6 años,4,Fácil,"Reconocer las 5 vocales|A, E, I, O, U|Diferenciar mayúsculas y minúsculas",Observa cada vocal|¿Cuál es?|Señala la correcta,Ficha completa de las cinco vocales. Mayúsculas y minúsculas. 10 ejercicios de repaso total.,,<p><strong>Las 5 vocales</strong> para <strong>5 años</strong>. Repaso completo de vocales en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Lenguaje,Todas las Vocales | 5 Años (5-6) Infantil PDF,"Ficha de las 5 vocales con 10 ejercicios completos. 5 Años Infantil, nivel fácil. ¡Domina las vocales! Descarga PDF gratis."
INF043,Lectoescritura - L,Lectoescritura,Comunicación Verbal,5-6 años,3,Fácil,"Reconocer la letra L|Leer sílabas la, le, li|Escribir palabras con L","Mira la letra L|Lee la, le, li, lo, lu|Escribe palabras simples",Ficha de la consonante L. Sílabas y primeras palabras. 8 ejercicios progresivos.,,<p><strong>Letra L</strong> para <strong>5 años</strong>. Nueva consonante en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Lenguaje,Letra L | 5 Años (5-6) Infantil Lectoescritura,"Ficha de la letra L con 8 ejercicios de sílabas y palabras. 5 Años Infantil, nivel fácil. ¡Aprende la L! Descarga gratis."
INF044,Lectoescritura - S,Lectoescritura,Comunicación Verbal,5-6 años,3,Fácil,"Reconocer la letra S|Leer sílabas sa, se, si|Formar palabras con S","Observa la letra S|Di 'sss'|Lee sa, se, si, so, su",Ficha de la consonante S. Sonido y sílabas. 8 ejercicios de lectura inicial.,,<p><strong>Letra S</strong> para <strong>5 años</strong>. Continúa la lectoescritura en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Lenguaje,Letra S | 5 Años (5-6) Infantil PDF,"Ficha de la letra S con 8 ejercicios de sílabas sa-se-si-so-su. 5 Años Infantil, nivel fácil. ¡Aprende la S! Descarga PDF."
INF045,Leer palabras sencillas,Lectoescritura,Comunicación Verbal,5-6 años,4,Medio,Leer palabras de 2 sílabas|Reconocer palabras completas|Asociar palabra con imagen,Lee la palabra despacio|Junta las sílabas|¿Qué dice?,"Ficha de lectura de palabras simples: mama, papa, pala, sala. 10 ejercicios de lectura con apoyo visual.",,<p><strong>Leer palabras sencillas</strong> para <strong>5 años</strong>. Primeras lecturas en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Lenguaje,Leer Palabras | 5 Años (5-6) Infantil Lectura,"Ficha de lectura con 10 ejercicios de palabras sencillas. 5 Años Infantil, nivel medio. ¡Primeras lecturas! Descarga gratis."
INF046,Comprensión lectora,Comprensión Lectora,Comunicación Verbal,5-6 años,5,Medio,Comprender frases simples|Responder preguntas sobre lo leído|Relacionar texto con imagen,Lee la frase|Piensa en lo que dice|Responde la pregunta,Primera ficha de comprensión. Frases cortas con pregunta. Ejemplo: 'El gato es rojo. ¿De qué color es el gato?' 8 ejercicios.,,<p><strong>Comprensión lectora</strong> para <strong>5 años</strong>. Entiende lo que lees en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Lenguaje,Comprensión Lectora | 5 Años (5-6) Infantil PDF,"Ficha de comprensión con 8 ejercicios de frases simples. 5 Años Infantil, nivel medio. ¡Entiende lo que lees! Descarga PDF."
INF047,Family members,Familia,Lengua Extranjera,5-6 años,3,Fácil,"Aprender miembros de la familia en inglés|Mother, father, sister, brother|Identificar roles familiares","Look at your family|Say mother, father|Who is your sister?","Ficha de la familia en inglés. Mother, father, sister, brother, baby. 8 ejercicios de vocabulario familiar.",,<p><strong>Family (familia)</strong> en inglés para <strong>5 años</strong>. Vocabulario familiar en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Inglés,Family Members | 5 Años (5-6) Infantil Inglés,"Ficha de family members con 8 ejercicios en inglés. 5 Años Infantil, nivel fácil. ¡Learn about family! Descarga gratis."
INF048,Food vocabulary,Comida,Lengua Extranjera,5-6 años,3,Fácil,"Aprender alimentos en inglés|Apple, banana, bread, milk|Nombrar comidas básicas",Look at the food|Say the name|What do you like?,"Ficha de vocabulario de comida. Apple, banana, bread, milk, water. 8 ejercicios de alimentos básicos.",,<p><strong>Food (comida)</strong> en inglés para <strong>5 años</strong>. Vocabulario de alimentos en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Inglés,Food Vocabulary | 5 Años (5-6) Infantil PDF,"Ficha de food vocabulary con 8 ejercicios en inglés. 5 Años Infantil, nivel fácil. ¡Learn food names! Descarga PDF."
INF049,Weather - Weather words,Clima,Lengua Extranjera,5-6 años,3,Fácil,"Aprender el clima en inglés|Sunny, rainy, cloudy, windy|Describir el tiempo",Look outside|Is it sunny or rainy?|Say the weather,"Ficha del tiempo meteorológico. Sunny, rainy, cloudy, windy, snowy. 8 ejercicios de clima.",,<p><strong>Weather (clima)</strong> en inglés para <strong>5 años</strong>. Aprende el tiempo en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Inglés,Weather Words | 5 Años (5-6) Infantil Interactiva,"Ficha de weather con 8 ejercicios de clima en inglés. 5 Años Infantil, nivel fácil. ¡Learn about weather! Descarga gratis."
INF050,Days of the week,Tiempo,Lengua Extranjera,5-6 años,3,Fácil,Aprender los días de la semana en inglés|Monday to Sunday|Ordenar los días,"Say the days|Monday, Tuesday, Wednesday...|What day is today?","Ficha de los días de la semana en inglés. Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday. 7 ejercicios.",,<p><strong>Days of the week</strong> en inglés para <strong>5 años</strong>. Aprende los días en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Inglés,Days of the Week | 5 Años (5-6) Infantil PDF,"Ficha de days of the week con 7 ejercicios en inglés. 5 Años Infantil, nivel fácil. ¡Learn the days! Descarga PDF."
INF051,El ciclo del agua,Agua y Naturaleza,Conocimiento del Entorno,5-6 años,5,Medio,"Comprender el ciclo del agua|Evaporación, condensación, precipitación|Identificar fases",El agua sube como vapor|Forma nubes|Cae como lluvia,Ficha del ciclo del agua simplificado. Las fases principales explicadas visualmente. 10 ejercicios educativos.,,<p><strong>Ciclo del agua</strong> para <strong>5 años</strong>. Aprende cómo circula el agua en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Conocimiento del Entorno,Ciclo del Agua | 5 Años (5-6) Infantil Naturaleza,"Ficha del ciclo del agua con 10 ejercicios de las fases. 5 Años Infantil, nivel medio. ¡Aprende el ciclo! Descarga gratis."
INF052,Reciclaje,Medio Ambiente,Conocimiento del Entorno,5-6 años,4,Fácil,Comprender la importancia del reciclaje|Contenedores de colores|Clasificar residuos,"Mira el contenedor amarillo, azul, verde|¿Dónde va el plástico?|Clasifica la basura",Ficha de reciclaje. Los tres contenedores básicos y qué va en cada uno. 10 ejercicios de clasificación.,,<p><strong>Reciclaje</strong> para <strong>5 años</strong>. Cuida el medio ambiente en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Conocimiento del Entorno,Reciclaje | 5 Años (5-6) Infantil PDF,"Ficha de reciclaje con 10 ejercicios de clasificación de residuos. 5 Años Infantil, nivel fácil. ¡Aprende a reciclar! Descarga PDF."
INF053,Profesiones,Sociedad,Conocimiento del Entorno,5-6 años,4,Fácil,"Reconocer profesiones básicas|Médico, profesor, bombero, policía|Identificar oficios",¿Quién cura a la gente?|¿Quién apaga fuegos?|Señala cada profesión,"Ficha de profesiones. Médico, profesor, bombero, policía, cocinero. 10 ejercicios de identificación.",,<p><strong>Profesiones</strong> para <strong>5 años</strong>. Aprende diferentes oficios en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Conocimiento del Entorno,Profesiones | 5 Años (5-6) Infantil Interactiva,"Ficha de profesiones con 10 ejercicios de reconocimiento de oficios. 5 Años Infantil, nivel fácil. ¡Conoce las profesiones! Descarga gratis."
INF054,El espacio y planetas,Espacio,Conocimiento del Entorno,5-6 años,4,Medio,"Conocer el sistema solar|Identificar planetas|Sol, luna, estrellas",Mira el cielo|¿Qué ves de noche?|Señala los planetas,"Ficha del espacio. El sol, la luna, estrellas y planetas principales. 10 ejercicios sobre el universo.",,<p><strong>El espacio</strong> para <strong>5 años</strong>. Descubre el universo en <strong>Infantil</strong>.</p>,pending,Infantil,5 Años,Conocimiento del Entorno,Espacio y Planetas | 5 Años (5-6) Infantil PDF,"Ficha del espacio con 10 ejercicios de planetas y sistema solar. 5 Años Infantil, nivel medio. ¡Descubre el universo! Descarga PDF."
INF055,Calabaza Halloween,Halloween,Tema Estacional,3-6 años,3,Fácil,"Reconocer símbolos de Halloween|Calabaza, fantasma, bruja|Decorar calabaza",Mira la calabaza|¿De qué color es?|Decórala con caras divertidas,Ficha temática de Halloween. La calabaza como símbolo principal. 6 ejercicios de decoración y reconocimiento.,,<p><strong>Halloween - Calabaza</strong> para <strong>Infantil</strong>. Ficha estacional transversal para 3-6 años.</p>,pending,Infantil,Estacional,Todas,Calabaza Halloween | Infantil (3-6) Temática,"Ficha de Halloween con 6 ejercicios de calabazas. Infantil 3-6 años, nivel fácil. ¡Especial Halloween! Descarga gratis."
INF056,Fantasma Halloween,Halloween,Tema Estacional,3-6 años,3,Fácil,Reconocer fantasmas|Contar fantasmas|Dibujar fantasmas,Busca los fantasmas|¿Cuántos hay?|Dibuja tu propio fantasma,Ficha de fantasmas de Halloween. Conteo y creatividad. 6 ejercicios temáticos.,,<p><strong>Fantasma de Halloween</strong> para <strong>Infantil</strong>. Ficha especial 3-6 años.</p>,pending,Infantil,Estacional,Todas,Fantasma Halloween | Infantil (3-6) PDF,"Ficha de fantasmas Halloween con 6 ejercicios de conteo. Infantil 3-6 años, nivel fácil. ¡Boo! Descarga PDF gratis."
INF057,Monstruo Halloween,Halloween,Tema Estacional,3-6 años,3,Fácil,Crear monstruos divertidos|Contar partes del cuerpo del monstruo|Colorear monstruos,Mira el monstruo|¿Cuántos ojos tiene?|Coloréalo,Ficha de monstruos de Halloween. Conteo de partes y coloreado. 6 ejercicios creativos.,,<p><strong>Monstruos de Halloween</strong> para <strong>Infantil</strong>. Diversión asegurada 3-6 años.</p>,pending,Infantil,Estacional,Todas,Monstruo Halloween | Infantil (3-6) Interactiva,"Ficha de monstruos Halloween con 6 ejercicios creativos. Infantil 3-6 años, nivel fácil. ¡Monstruos divertidos! Descarga gratis."
INF058,Árbol Navidad,Navidad,Tema Estacional,3-6 años,3,Fácil,Decorar árbol de Navidad|Contar adornos|Identificar colores navideños,Mira el árbol|¿Cuántos adornos tiene?|Decóralo tú también,Ficha del árbol de Navidad. Decoración y conteo. 6 ejercicios festivos.,,<p><strong>Árbol de Navidad</strong> para <strong>Infantil</strong>. Ficha especial navideña 3-6 años.</p>,pending,Infantil,Estacional,Todas,Árbol Navidad | Infantil (3-6) Navideña,"Ficha de árbol de Navidad con 6 ejercicios de decoración. Infantil 3-6 años, nivel fácil. ¡Feliz Navidad! Descarga gratis."
INF059,Reno Navidad,Navidad,Tema Estacional,3-6 años,3,Fácil,Reconocer el reno de Navidad|Contar renos|Identificar Rudolph,Busca el reno|¿Cuántos renos hay?|¿Cuál tiene la nariz roja?,Ficha del reno navideño. Conteo y reconocimiento de Rudolph. 6 ejercicios.,,<p><strong>Reno de Navidad</strong> para <strong>Infantil</strong>. Ficha especial 3-6 años.</p>,pending,Infantil,Estacional,Todas,Reno Navidad | Infantil (3-6) PDF,"Ficha de renos de Navidad con 6 ejercicios de conteo. Infantil 3-6 años, nivel fácil. ¡Rudolph! Descarga PDF gratis."
INF060,Trineo Papá Noel,Navidad,Tema Estacional,3-6 años,3,Fácil,Reconocer el trineo de Papá Noel|Contar regalos|Identificar a Papá Noel,Mira el trineo|¿Cuántos regalos lleva?|¿Dónde está Papá Noel?,Ficha del trineo y Papá Noel. Conteo de regalos. 6 ejercicios navideños.,,<p><strong>Trineo de Papá Noel</strong> para <strong>Infantil</strong>. Navidad mágica 3-6 años.</p>,pending,Infantil,Estacional,Todas,Trineo Papá Noel | Infantil (3-6) Navidad,"Ficha del trineo de Papá Noel con 6 ejercicios. Infantil 3-6 años, nivel fácil. ¡Ho ho ho! Descarga gratis."
INF061,Muñeco de nieve,Invierno,Tema Estacional,3-6 años,3,Fácil,Crear muñeco de nieve|Contar bolas de nieve|Identificar partes,Haz un muñeco de nieve|¿Cuántas bolas tiene?|Ponle bufanda y gorro,Ficha del muñeco de nieve. Construcción y decoración. 6 ejercicios invernales.,,<p><strong>Muñeco de nieve</strong> para <strong>Infantil</strong>. Ficha de invierno 3-6 años.</p>,pending,Infantil,Estacional,Todas,Muñeco de Nieve | Infantil (3-6) Invierno,"Ficha de muñeco de nieve con 6 ejercicios de construcción. Infantil 3-6 años, nivel fácil. ¡Diversión invernal! Descarga gratis."
INF062,Ropa de invierno,Invierno,Tema Estacional,3-6 años,4,Fácil,"Identificar ropa de invierno|Abrigo, bufanda, gorro, guantes|Vestirse para el frío",Mira la ropa|¿Qué usas cuando hace frío?|Señala la ropa de invierno,"Ficha de ropa invernal. Abrigo, bufanda, gorro, guantes, botas. 8 ejercicios de identificación.",,<p><strong>Ropa de invierno</strong> para <strong>Infantil</strong>. Aprende a vestirte en invierno 3-6 años.</p>,pending,Infantil,Estacional,Todas,Ropa de Invierno | Infantil (3-6) PDF,"Ficha de ropa de invierno con 8 ejercicios de identificación. Infantil 3-6 años, nivel fácil. ¡Abrígate bien! Descarga PDF."
INF063,Flores primavera,Primavera,Tema Estacional,3-6 años,3,Fácil,Reconocer flores de primavera|Contar pétalos|Identificar colores,Mira las flores|¿Cuántos pétalos tiene?|¿De qué color es?,Ficha de flores primaverales. Conteo de pétalos y colores. 6 ejercicios florales.,,<p><strong>Flores de primavera</strong> para <strong>Infantil</strong>. Celebra la primavera 3-6 años.</p>,pending,Infantil,Estacional,Todas,Flores Primavera | Infantil (3-6) Estacional,"Ficha de flores de primavera con 6 ejercicios de conteo. Infantil 3-6 años, nivel fácil. ¡Llega la primavera! Descarga gratis."
INF064,Mariposas,Primavera,Tema Estacional,3-6 años,3,Fácil,Reconocer mariposas|Contar alas|Identificar colores de mariposas,Mira la mariposa|¿Cuántas alas tiene?|Colorea las alas,Ficha de mariposas. Anatomía básica y coloración. 6 ejercicios primaverales.,,<p><strong>Mariposas de primavera</strong> para <strong>Infantil</strong>. Belleza primaveral 3-6 años.</p>,pending,Infantil,Estacional,Todas,Mariposas Primavera | Infantil (3-6) PDF,"Ficha de mariposas con 6 ejercicios de colores y formas. Infantil 3-6 años, nivel fácil. ¡Mariposas bonitas! Descarga PDF gratis."